location,bath,balcony,price,bhk,sqft_area,price_per_sqft
other,1.0,0.0,24.0,1,600.0,4000.0
other,3.0,2.0,99.0,3,1770.0,5593.220338983051
other,3.0,1.0,130.0,3,1800.0,7222.222222222223
other,2.0,2.0,95.0,3,1570.0,6050.955414012738
other,3.0,0.0,180.0,3,2250.0,8000.0
other,3.0,3.0,132.0,3,1950.0,6769.2307692307695
other,2.0,2.0,130.0,3,1200.0,10833.333333333334
other,4.0,1.0,150.0,4,2400.0,6250.0
other,3.0,2.0,102.0,3,1600.0,6375.0
other,2.0,0.0,65.0,2,1100.0,5909.090909090909
other,2.0,2.0,55.0,2,1035.0,5314.009661835748
other,3.0,2.0,72.0,2,600.0,12000.0
other,3.0,3.0,75.0,3,1200.0,6250.0
other,1.0,1.0,20.0,1,450.0,4444.444444444444
other,3.0,3.0,95.0,3,1719.0,5526.468877254218
other,1.0,1.0,22.5,1,540.0,4166.666666666667
other,3.0,2.0,85.0,3,1500.0,5666.666666666667
other,2.0,2.0,73.0,3,1360.0,5367.64705882353
other,1.0,0.0,120.0,3,1350.0,8888.888888888889
other,3.0,1.0,90.0,3,1500.0,6000.0
other,2.0,1.0,285.0,3,2292.0,12434.554973821989
other,3.0,2.0,135.0,3,1945.0,6940.874035989717
other,2.0,2.0,58.0,2,1075.0,5395.3488372093025
other,2.0,3.0,72.0,3,1369.0,5259.313367421476
other,2.0,2.0,60.0,2,1035.0,5797.101449275362
other,2.0,1.0,94.28,2,1232.0,7652.597402597403
other,3.0,2.0,230.0,4,2700.0,8518.518518518518
other,4.0,3.0,183.0,4,2872.0,6371.866295264624
other,2.0,2.0,64.08,2,1100.0,5825.454545454545
other,2.0,1.0,90.0,2,1600.0,5625.0
other,1.0,1.0,18.0,1,530.0,3396.2264150943397
other,5.0,1.0,140.0,6,1800.0,7777.777777777777
other,2.0,1.0,62.0,2,1012.0,6126.482213438735
other,3.0,0.0,140.0,3,1490.0,9395.973154362417
other,1.0,1.0,130.0,2,1650.0,7878.787878787879
other,2.0,1.0,64.0,2,1155.0,5541.1255411255415
other,2.0,3.0,70.0,2,1200.0,5833.333333333333
other,1.0,1.0,200.0,1,1800.0,11111.111111111111
other,2.0,2.0,110.0,2,1353.0,8130.081300813008
other,1.0,0.0,26.0,1,812.0,3201.9704433497536
other,5.0,0.0,400.0,4,3600.0,11111.111111111111
padmanabhanagar,2.0,2.0,63.0,2,1020.0,6176.470588235294
padmanabhanagar,2.0,0.0,62.0,2,1176.0,5272.108843537415
padmanabhanagar,2.0,2.0,115.0,2,1258.0,9141.494435612083
padmanabhanagar,2.0,2.0,65.0,2,1100.0,5909.090909090909
padmanabhanagar,3.0,1.0,210.0,4,3400.0,6176.470588235294
padmanabhanagar,4.0,2.0,360.0,3,4500.0,8000.0
padmanabhanagar,2.0,1.0,60.0,2,1200.0,5000.0
padmanabhanagar,1.0,0.0,90.0,2,1000.0,9000.0
padmanabhanagar,2.0,2.0,52.0,2,1067.0,4873.477038425492
padmanabhanagar,2.0,1.0,60.0,2,1100.0,5454.545454545455
padmanabhanagar,3.0,1.0,180.0,3,2051.0,8776.206728425159
padmanabhanagar,3.0,2.0,170.0,3,2051.0,8288.639687957095
pai layout,2.0,2.0,35.0,2,1006.0,3479.1252485089462
pai layout,2.0,2.0,90.0,3,1550.0,5806.451612903225
pai layout,2.0,2.0,40.0,2,1050.0,3809.5238095238096
pai layout,2.0,3.0,67.0,3,1400.0,4785.714285714285
pai layout,2.0,2.0,50.0,2,1100.0,4545.454545454545
pai layout,2.0,1.0,80.0,2,1255.0,6374.501992031873
pai layout,2.0,2.0,35.0,2,1075.0,3255.813953488372
pai layout,2.0,2.0,57.5,2,1400.0,4107.142857142857
pai layout,2.0,2.0,60.0,2,1175.0,5106.382978723404
pai layout,2.0,2.0,34.5,2,810.0,4259.259259259259
pai layout,2.0,2.0,34.0,2,1000.0,3400.0
pai layout,2.0,3.0,42.0,2,1000.0,4200.0
pai layout,6.0,0.0,175.0,6,3800.0,4605.263157894737
pai layout,2.0,3.0,48.0,2,1068.0,4494.38202247191
pai layout,2.0,2.0,65.0,3,1510.0,4304.635761589404
panathur,2.0,1.0,87.0,2,1359.0,6401.766004415011
panathur,2.0,3.0,100.0,2,1438.0,6954.102920723227
panathur,3.0,1.0,118.0,3,1688.0,6990.521327014218
panathur,2.0,1.0,77.0,2,1198.0,6427.378964941569
panathur,2.0,1.0,70.0,2,1180.0,5932.203389830508
panathur,3.0,2.0,99.0,3,1546.0,6403.622250970246
panathur,2.0,1.0,65.3,2,1000.0,6530.0
panathur,2.0,1.0,63.0,2,1109.0,5680.793507664563
panathur,2.0,1.0,68.0,2,1000.0,6800.0
panathur,2.0,2.0,79.0,2,1255.0,6294.820717131474
panathur,2.0,2.0,62.9,2,1205.0,5219.9170124481325
panathur,2.0,2.0,85.0,2,1210.0,7024.793388429752
panathur,2.0,1.0,82.0,2,1198.0,6844.741235392321
panathur,2.0,3.0,65.0,2,1235.0,5263.1578947368425
panathur,2.0,1.0,80.0,2,1210.0,6611.570247933884
panathur,2.0,1.0,77.0,2,1210.0,6363.636363636364
panathur,1.0,1.0,40.0,1,661.0,6051.437216338881
panathur,3.0,1.0,120.0,3,1713.0,7005.253940455342
panathur,2.0,1.0,78.0,2,1210.0,6446.280991735537
panathur,2.0,2.0,60.0,2,1050.0,5714.285714285715
panathur,2.0,1.0,97.0,2,1398.0,6938.483547925608
panathur,2.0,1.0,58.0,2,1065.0,5446.0093896713615
panathur,2.0,1.0,64.0,2,1007.0,6355.511420059583
panathur,2.0,1.0,77.93,2,1210.0,6440.495867768595
panathur,2.0,1.0,80.0,2,1230.0,6504.065040650406
panathur,2.0,1.0,57.0,2,980.0,5816.326530612245
panathur,2.0,2.0,60.0,2,1075.0,5581.395348837209
panathur,2.0,2.0,69.0,2,1210.0,5702.479338842975
panathur,2.0,1.0,76.0,2,1343.0,5658.972449739389
parappana agrahara,2.0,2.0,47.0,2,1194.0,3936.348408710218
parappana agrahara,2.0,2.0,47.0,2,1194.0,3936.348408710218
parappana agrahara,2.0,2.0,46.0,2,1194.0,3852.5963149078725
parappana agrahara,2.0,2.0,47.0,2,1194.0,3936.348408710218
parappana agrahara,2.0,2.0,46.0,2,1194.0,3852.5963149078725
parappana agrahara,2.0,2.0,47.0,2,1194.0,3936.348408710218
parappana agrahara,2.0,2.0,47.0,2,1194.0,3936.348408710218
parappana agrahara,2.0,2.0,43.0,2,1092.0,3937.7289377289376
parappana agrahara,2.0,2.0,45.0,2,1194.0,3768.8442211055276
parappana agrahara,1.0,0.0,45.0,1,1200.0,3750.0
parappana agrahara,2.0,2.0,46.0,2,1194.0,3852.5963149078725
parappana agrahara,2.0,2.0,47.0,2,1194.0,3936.348408710218
parappana agrahara,2.0,2.0,47.0,2,1194.0,3936.348408710218
parappana agrahara,2.0,2.0,46.0,2,1194.0,3852.5963149078725
parappana agrahara,2.0,2.0,46.0,2,1194.0,3852.5963149078725
pattandur agrahara,2.0,3.0,80.0,3,1550.0,5161.290322580645
pattandur agrahara,2.0,1.0,44.5,2,1025.0,4341.463414634146
pattandur agrahara,2.0,1.0,59.8,2,1247.0,4795.50922213312
pattandur agrahara,2.0,2.0,42.0,2,900.0,4666.666666666667
pattandur agrahara,2.0,1.0,66.0,2,1302.0,5069.124423963133
pattandur agrahara,2.0,3.0,80.0,3,1550.0,5161.290322580645
pattandur agrahara,2.0,2.0,62.35,2,1247.0,5000.0
pattandur agrahara,2.0,3.0,68.0,2,1350.0,5037.037037037037
poorna pragna layout,2.0,2.0,39.55,2,920.0,4298.91304347826
poorna pragna layout,2.0,1.0,46.39,2,1160.0,3999.137931034483
poorna pragna layout,2.0,2.0,48.0,2,965.0,4974.093264248705
poorna pragna layout,2.0,2.0,46.39,2,1160.0,3999.137931034483
poorna pragna layout,2.0,1.0,46.39,2,1160.0,3999.137931034483
poorna pragna layout,2.0,3.0,50.0,2,960.0,5208.333333333333
prithvi layout,4.0,3.0,162.0,4,2028.0,7988.165680473373
prithvi layout,2.0,2.0,87.5,2,1352.0,6471.89349112426
prithvi layout,2.0,2.0,68.0,2,1190.0,5714.285714285715
prithvi layout,2.0,2.0,85.0,2,1352.0,6286.98224852071
prithvi layout,2.0,2.0,75.0,2,1352.0,5547.337278106509
prithvi layout,4.0,3.0,220.0,3,2273.0,9678.838539375274
prithvi layout,3.0,1.0,93.0,2,1352.0,6878.698224852071
prithvi layout,4.0,2.0,192.0,3,2273.0,8446.986361636604
prithvi layout,2.0,2.0,72.0,2,1352.0,5325.443786982249
r.t. nagar,2.0,1.0,120.0,2,1200.0,10000.0
r.t. nagar,2.0,2.0,46.0,2,1040.0,4423.076923076923
r.t. nagar,2.0,3.0,45.0,2,1200.0,3750.0
r.t. nagar,2.0,2.0,65.0,2,1235.0,5263.1578947368425
r.t. nagar,3.0,1.0,130.0,3,1140.0,11403.508771929824
r.t. nagar,2.0,1.0,55.0,2,970.0,5670.103092783505
r.t. nagar,3.0,3.0,125.0,3,1560.0,8012.820512820513
r.t. nagar,2.0,2.0,60.0,2,1200.0,5000.0
r.t. nagar,3.0,0.0,140.0,3,1200.0,11666.666666666666
r.t. nagar,3.0,0.0,125.0,2,1100.0,11363.636363636364
r.t. nagar,2.0,2.0,72.0,2,1150.0,6260.869565217391
r.t. nagar,4.0,3.0,185.0,4,1500.0,12333.333333333334
r.t. nagar,8.0,2.0,165.0,9,3600.0,4583.333333333333
r.t. nagar,2.0,1.0,48.0,2,1080.0,4444.444444444444
r.t. nagar,2.0,2.0,52.0,2,1325.0,3924.5283018867926
r.t. nagar,3.0,0.0,145.0,3,1300.0,11153.846153846154
r.t. nagar,2.0,2.0,85.0,2,1100.0,7727.272727272727
r.t. nagar,3.0,0.0,130.0,3,1667.0,7798.440311937612
rachenahalli,2.0,2.0,52.07,2,1050.0,4959.047619047619
rachenahalli,2.0,2.0,55.5,2,1050.0,5285.714285714285
rachenahalli,2.0,2.0,53.5,2,1050.0,5095.238095238095
rachenahalli,2.0,2.0,59.5,2,1220.0,4877.049180327869
rachenahalli,2.0,2.0,52.5,2,1050.0,5000.0
rachenahalli,2.0,2.0,52.1,2,1050.0,4961.9047619047615
rachenahalli,2.0,2.0,53.5,2,1050.0,5095.238095238095
rachenahalli,2.0,1.0,55.0,2,1113.0,4941.599281221923
rachenahalli,5.0,0.0,220.0,4,3657.0,6015.859994531036
rachenahalli,2.0,2.0,52.5,2,1050.0,5000.0
rachenahalli,1.0,1.0,39.8,1,690.0,5768.115942028985
rachenahalli,2.0,2.0,47.25,2,1050.0,4500.0
rachenahalli,2.0,2.0,55.5,2,1050.0,5285.714285714285
rachenahalli,2.0,1.0,68.0,2,1100.0,6181.818181818182
rachenahalli,2.0,1.0,49.97,2,985.0,5073.096446700508
rachenahalli,2.0,2.0,52.5,2,1050.0,5000.0
rachenahalli,2.0,2.0,52.08,2,1050.0,4960.0
rachenahalli,2.0,2.0,52.07,2,1050.0,4959.047619047619
rachenahalli,2.0,2.0,52.08,2,1050.0,4960.0
rachenahalli,2.0,1.0,49.97,2,985.0,5073.096446700508
rachenahalli,3.0,3.0,106.0,3,1856.0,5711.206896551724
rachenahalli,2.0,2.0,52.5,2,1050.0,5000.0
rachenahalli,2.0,1.0,50.17,2,985.0,5093.401015228426
rachenahalli,3.0,2.0,160.0,3,2600.0,6153.846153846154
rachenahalli,2.0,1.0,50.17,2,985.0,5093.401015228426
rachenahalli,2.0,2.0,52.71,2,1050.0,5020.0
raja rajeshwari nagar,2.0,2.0,43.9,2,1295.0,3389.96138996139
raja rajeshwari nagar,2.0,2.0,45.79,2,1145.0,3999.126637554585
raja rajeshwari nagar,2.0,2.0,48.1,2,1419.0,3389.7110641296686
raja rajeshwari nagar,2.0,1.0,55.47,2,1295.0,4283.397683397683
raja rajeshwari nagar,2.0,1.0,49.07,2,1133.0,4330.979699911739
raja rajeshwari nagar,2.0,1.0,42.0,2,1090.0,3853.211009174312
raja rajeshwari nagar,2.0,1.0,67.39,2,1260.0,5348.412698412699
raja rajeshwari nagar,2.0,2.0,38.55,2,1141.0,3378.6152497808935
raja rajeshwari nagar,2.0,1.0,49.39,2,1140.0,4332.456140350877
raja rajeshwari nagar,2.0,2.0,55.79,2,1303.0,4281.657712970069
raja rajeshwari nagar,1.0,1.0,22.0,1,600.0,3666.6666666666665
raja rajeshwari nagar,2.0,1.0,53.76,3,1278.0,4206.572769953052
raja rajeshwari nagar,1.0,1.0,25.0,1,500.0,5000.0
raja rajeshwari nagar,2.0,2.0,38.65,2,1143.0,3381.4523184601926
raja rajeshwari nagar,3.0,2.0,74.0,3,1610.0,4596.273291925466
raja rajeshwari nagar,2.0,1.0,65.0,2,1105.0,5882.35294117647
raja rajeshwari nagar,2.0,1.0,63.53,2,1258.0,5050.079491255962
raja rajeshwari nagar,2.0,2.0,38.24,2,1128.0,3390.0709219858154
raja rajeshwari nagar,2.0,1.0,53.8,2,1157.0,4649.956784788245
raja rajeshwari nagar,2.0,2.0,47.39,2,1185.0,3999.15611814346
raja rajeshwari nagar,2.0,1.0,50.0,2,1030.0,4854.368932038835
raja rajeshwari nagar,2.0,2.0,38.55,2,1144.0,3369.7552447552443
raja rajeshwari nagar,2.0,2.0,51.51,2,1196.0,4306.8561872909695
raja rajeshwari nagar,3.0,2.0,88.0,3,1570.0,5605.095541401274
raja rajeshwari nagar,2.0,1.0,61.0,2,1168.0,5222.602739726028
raja rajeshwari nagar,2.0,1.0,55.91,2,1306.0,4281.010719754977
raja rajeshwari nagar,3.0,1.0,67.98,3,1608.0,4227.611940298508
raja rajeshwari nagar,2.0,2.0,78.0,3,1575.0,4952.380952380952
raja rajeshwari nagar,2.0,1.0,35.0,2,1200.0,2916.6666666666665
raja rajeshwari nagar,2.0,2.0,39.02,2,1151.0,3390.095569070374
raja rajeshwari nagar,2.0,2.0,65.0,3,1570.0,4140.127388535032
raja rajeshwari nagar,2.0,2.0,51.15,2,1196.0,4276.755852842809
raja rajeshwari nagar,2.0,2.0,48.0,2,1419.0,3382.663847780127
raja rajeshwari nagar,2.0,2.0,70.0,2,1295.0,5405.405405405405
raja rajeshwari nagar,1.0,1.0,31.75,1,648.0,4899.691358024691
raja rajeshwari nagar,2.0,1.0,55.0,2,1100.0,5000.0
raja rajeshwari nagar,2.0,2.0,38.55,2,1140.0,3381.578947368421
raja rajeshwari nagar,3.0,2.0,85.0,3,2000.0,4250.0
raja rajeshwari nagar,2.0,2.0,43.59,2,1090.0,3999.0825688073396
raja rajeshwari nagar,2.0,2.0,42.0,2,1023.0,4105.571847507332
raja rajeshwari nagar,2.0,1.0,50.0,2,1070.0,4672.897196261682
raja rajeshwari nagar,8.0,0.0,225.0,8,4800.0,4687.5
raja rajeshwari nagar,2.0,1.0,48.79,2,1128.0,4325.354609929078
raja rajeshwari nagar,2.0,2.0,42.85,2,1267.0,3382.004735595896
raja rajeshwari nagar,1.0,0.0,21.0,1,550.0,3818.181818181818
raja rajeshwari nagar,2.0,2.0,37.95,2,1120.0,3388.3928571428573
raja rajeshwari nagar,2.0,2.0,85.0,2,1608.0,5286.0696517412935
raja rajeshwari nagar,2.0,2.0,45.0,2,1210.0,3719.00826446281
raja rajeshwari nagar,2.0,1.0,53.27,2,1240.0,4295.967741935484
raja rajeshwari nagar,2.0,2.0,72.0,3,1395.0,5161.290322580645
raja rajeshwari nagar,2.0,1.0,45.0,2,1165.0,3862.6609442060085
raja rajeshwari nagar,2.0,1.0,70.0,3,1288.0,5434.782608695652
raja rajeshwari nagar,3.0,2.0,85.0,3,2000.0,4250.0
raja rajeshwari nagar,2.0,2.0,37.97,2,1120.0,3390.1785714285716
raja rajeshwari nagar,2.0,2.0,38.65,2,1140.0,3390.3508771929824
raja rajeshwari nagar,2.0,1.0,38.33,2,1095.0,3500.4566210045664
raja rajeshwari nagar,2.0,2.0,60.0,3,1420.0,4225.352112676056
raja rajeshwari nagar,2.0,2.0,44.17,2,1303.0,3389.869531849578
raja rajeshwari nagar,2.0,1.0,40.17,2,1185.0,3389.8734177215188
raja rajeshwari nagar,2.0,1.0,49.27,2,1140.0,4321.929824561404
raja rajeshwari nagar,2.0,2.0,38.33,2,1095.0,3500.4566210045664
raja rajeshwari nagar,2.0,1.0,75.0,2,1235.0,6072.8744939271255
raja rajeshwari nagar,3.0,2.0,57.6,3,1280.0,4500.0
raja rajeshwari nagar,2.0,1.0,55.79,2,1303.0,4281.657712970069
raja rajeshwari nagar,2.0,0.0,65.0,2,1162.0,5593.803786574871
raja rajeshwari nagar,2.0,2.0,38.41,2,1133.0,3390.114739629302
raja rajeshwari nagar,2.0,1.0,49.0,2,1151.0,4257.167680278019
raja rajeshwari nagar,2.0,1.0,54.35,2,1267.0,4289.6606156274665
raja rajeshwari nagar,2.0,1.0,50.0,2,1100.0,4545.454545454545
raja rajeshwari nagar,2.0,2.0,40.17,2,1185.0,3389.8734177215188
raja rajeshwari nagar,3.0,3.0,72.0,3,1751.0,4111.936036550543
raja rajeshwari nagar,2.0,2.0,44.17,2,1306.0,3382.08269525268
raja rajeshwari nagar,2.0,2.0,40.44,2,1196.0,3381.2709030100336
raja rajeshwari nagar,2.0,1.0,75.0,2,1178.0,6366.723259762309
raja rajeshwari nagar,2.0,2.0,40.0,2,1128.0,3546.099290780142
raja rajeshwari nagar,2.0,2.0,39.0,2,1151.0,3388.3579496090356
raja rajeshwari nagar,2.0,2.0,99.13,3,1525.0,6500.327868852459
raja rajeshwari nagar,2.0,1.0,48.0,2,1060.0,4528.301886792453
raja rajeshwari nagar,6.0,0.0,195.0,6,3900.0,5000.0
raja rajeshwari nagar,2.0,1.0,48.79,2,1128.0,4325.354609929078
raja rajeshwari nagar,2.0,3.0,50.0,2,1170.0,4273.504273504273
raja rajeshwari nagar,2.0,1.0,51.15,2,1185.0,4316.455696202532
raja rajeshwari nagar,2.0,1.0,53.87,2,1255.0,4292.4302788844625
raja rajeshwari nagar,2.0,1.0,60.42,2,1419.0,4257.928118393234
raja rajeshwari nagar,3.0,1.0,71.38,3,1693.0,4216.184288245718
raja rajeshwari nagar,9.0,3.0,240.0,9,3600.0,6666.666666666667
raja rajeshwari nagar,2.0,2.0,40.54,2,1196.0,3389.632107023411
raja rajeshwari nagar,2.0,2.0,40.54,2,1196.0,3389.632107023411
raja rajeshwari nagar,2.0,1.0,70.0,2,1160.0,6034.482758620689
raja rajeshwari nagar,2.0,1.0,38.37,2,1133.0,3386.5842894969105
raja rajeshwari nagar,2.0,1.0,48.7,2,1140.0,4271.929824561404
raja rajeshwari nagar,2.0,2.0,38.65,2,1140.0,3390.3508771929824
raja rajeshwari nagar,2.0,2.0,38.55,2,1140.0,3381.578947368421
raja rajeshwari nagar,2.0,2.0,55.47,2,1295.0,4283.397683397683
raja rajeshwari nagar,2.0,2.0,40.0,2,1133.0,3530.45013239188
raja rajeshwari nagar,3.0,1.0,86.8,3,1550.0,5600.0
raja rajeshwari nagar,2.0,2.0,45.0,2,1400.0,3214.285714285714
raja rajeshwari nagar,2.0,1.0,52.0,2,1110.0,4684.684684684685
raja rajeshwari nagar,3.0,1.0,83.74,3,1580.0,5299.999999999999
raja rajeshwari nagar,3.0,1.0,86.8,3,1640.0,5292.682926829269
raja rajeshwari nagar,2.0,1.0,51.15,2,1185.0,4316.455696202532
raja rajeshwari nagar,2.0,2.0,43.9,2,1295.0,3389.96138996139
raja rajeshwari nagar,2.0,1.0,53.76,3,1279.0,4203.283815480844
raja rajeshwari nagar,2.0,2.0,40.54,2,1196.0,3389.632107023411
raja rajeshwari nagar,2.0,2.0,40.54,2,1240.0,3269.3548387096776
raja rajeshwari nagar,2.0,1.0,57.0,2,1090.0,5229.357798165138
raja rajeshwari nagar,2.0,2.0,42.04,2,1240.0,3390.3225806451615
raja rajeshwari nagar,2.0,1.0,44.8,2,1400.0,3200.0
raja rajeshwari nagar,3.0,3.0,98.0,3,1757.0,5577.689243027889
raja rajeshwari nagar,3.0,2.0,64.0,3,1530.0,4183.006535947712
raja rajeshwari nagar,3.0,1.0,73.8,3,1587.0,4650.283553875236
raja rajeshwari nagar,2.0,1.0,55.47,2,1295.0,4283.397683397683
raja rajeshwari nagar,2.0,1.0,67.0,3,1450.0,4620.689655172414
raja rajeshwari nagar,2.0,2.0,57.0,2,1090.0,5229.357798165138
raja rajeshwari nagar,2.0,1.0,45.0,2,945.0,4761.9047619047615
raja rajeshwari nagar,3.0,2.0,81.0,3,1537.0,5270.006506180872
raja rajeshwari nagar,2.0,2.0,55.78,2,1303.0,4280.890253261704
raja rajeshwari nagar,7.0,2.0,225.0,8,3450.0,6521.739130434783
raja rajeshwari nagar,2.0,2.0,48.1,2,1419.0,3389.7110641296686
raja rajeshwari nagar,2.0,2.0,86.0,3,1700.0,5058.823529411765
raja rajeshwari nagar,2.0,2.0,62.0,2,1270.0,4881.889763779527
raja rajeshwari nagar,2.0,2.0,68.0,2,1250.0,5440.0
raja rajeshwari nagar,2.0,1.0,62.0,3,1260.0,4920.6349206349205
raja rajeshwari nagar,2.0,2.0,40.54,2,1196.0,3389.632107023411
raja rajeshwari nagar,2.0,2.0,66.85,3,1580.0,4231.012658227847
raja rajeshwari nagar,2.0,2.0,37.0,2,1050.0,3523.809523809524
raja rajeshwari nagar,3.0,2.0,59.0,3,1021.0,5778.648383937317
raja rajeshwari nagar,2.0,2.0,40.54,2,1196.0,3389.632107023411
raja rajeshwari nagar,3.0,2.0,88.0,3,1500.0,5866.666666666667
raja rajeshwari nagar,2.0,1.0,66.0,2,1168.0,5650.684931506849
raja rajeshwari nagar,2.0,2.0,86.0,3,1400.0,6142.857142857143
raja rajeshwari nagar,2.0,1.0,65.0,2,1157.0,5617.9775280898875
raja rajeshwari nagar,2.0,1.0,40.7,2,1206.0,3374.7927031509125
raja rajeshwari nagar,2.0,0.0,50.0,2,1000.0,5000.0
raja rajeshwari nagar,2.0,2.0,63.0,3,1485.0,4242.424242424242
raja rajeshwari nagar,2.0,1.0,56.0,3,1335.0,4194.756554307116
raja rajeshwari nagar,2.0,2.0,42.54,2,1255.0,3389.641434262948
raja rajeshwari nagar,3.0,3.0,64.86,3,1530.0,4239.21568627451
raja rajeshwari nagar,3.0,1.0,98.0,3,1850.0,5297.2972972972975
raja rajeshwari nagar,2.0,2.0,44.0,2,1140.0,3859.6491228070176
raja rajeshwari nagar,8.0,3.0,215.0,8,6000.0,3583.3333333333335
raja rajeshwari nagar,2.0,2.0,39.0,2,1140.0,3421.0526315789475
raja rajeshwari nagar,1.0,1.0,22.0,1,510.0,4313.725490196079
raja rajeshwari nagar,2.0,2.0,40.14,2,1187.0,3381.6343723673126
raja rajeshwari nagar,2.0,1.0,60.0,2,1141.0,5258.545135845749
rajaji nagar,3.0,2.0,229.0,3,1640.0,13963.414634146342
rajaji nagar,3.0,2.0,415.0,3,2390.0,17364.016736401674
rajaji nagar,3.0,2.0,410.0,3,2390.0,17154.81171548117
rajaji nagar,4.0,3.0,540.0,4,3516.0,15358.361774744028
rajaji nagar,3.0,3.0,223.0,3,1640.0,13597.560975609756
rajaji nagar,4.0,0.0,324.0,6,1800.0,18000.0
rajaji nagar,4.0,1.0,558.0,4,3526.0,15825.2977878616
rajaji nagar,3.0,3.0,260.0,3,1800.0,14444.444444444445
rajaji nagar,3.0,2.0,241.0,3,1640.0,14695.121951219513
rajaji nagar,2.0,1.0,170.0,2,1370.0,12408.759124087592
rajaji nagar,3.0,2.0,360.0,3,2409.0,14943.960149439601
rajaji nagar,3.0,2.0,288.0,2,1718.0,16763.678696158324
rajaji nagar,3.0,0.0,334.0,3,2386.0,13998.323554065382
rajaji nagar,2.0,0.0,150.0,2,1200.0,12500.0
rajaji nagar,1.0,0.0,163.0,2,1160.0,14051.724137931034
rajaji nagar,1.0,0.0,75.0,1,660.0,11363.636363636364
rajaji nagar,2.0,2.0,170.0,2,1440.0,11805.555555555555
rajaji nagar,3.0,2.0,400.0,3,2448.0,16339.869281045752
rajaji nagar,2.0,2.0,185.0,2,1440.0,12847.222222222223
rajaji nagar,3.0,3.0,230.0,3,1640.0,14024.390243902439
rajaji nagar,2.0,2.0,250.0,3,1800.0,13888.888888888889
rajaji nagar,4.0,3.0,550.0,4,3100.0,17741.935483870966
rajaji nagar,4.0,3.0,598.0,4,3526.0,16959.727736812252
rajaji nagar,2.0,1.0,130.0,2,1357.0,9579.955784819454
rajaji nagar,3.0,3.0,369.0,3,2300.0,16043.478260869566
rajaji nagar,3.0,3.0,350.0,3,2500.0,14000.0
rajaji nagar,3.0,2.0,403.0,3,2559.0,15748.339194998047
rajaji nagar,3.0,2.0,262.0,2,1763.0,14861.032331253546
rajaji nagar,3.0,3.0,425.0,3,2533.0,16778.523489932886
rajaji nagar,2.0,1.0,127.0,2,1268.0,10015.77287066246
rajaji nagar,3.0,2.0,262.0,3,1640.0,15975.609756097561
rajaji nagar,1.0,1.0,200.0,2,1200.0,16666.666666666668
rajaji nagar,3.0,3.0,375.0,3,2367.0,15842.839036755386
rajaji nagar,2.0,0.0,415.0,4,2440.0,17008.196721311477
rajaji nagar,3.0,2.0,251.0,3,1640.0,15304.878048780487
rajaji nagar,3.0,2.0,268.0,3,1640.0,16341.463414634147
rajaji nagar,4.0,3.0,340.0,3,2367.0,14364.17405999155
rajaji nagar,4.0,1.0,230.0,4,1350.0,17037.037037037036
rajaji nagar,5.0,1.0,408.0,5,2400.0,17000.0
rajaji nagar,3.0,3.0,340.0,3,2500.0,13600.0
rajaji nagar,3.0,1.0,372.0,3,2390.0,15564.853556485356
rajaji nagar,3.0,2.0,399.0,3,2415.0,16521.739130434784
rajaji nagar,3.0,2.0,275.0,2,1718.0,16006.9848661234
rajaji nagar,3.0,2.0,240.0,2,1763.0,13613.159387407828
rajaji nagar,3.0,3.0,395.0,3,2409.0,16396.84516396845
rajaji nagar,2.0,0.0,225.0,2,1314.0,17123.287671232876
rajaji nagar,2.0,2.0,165.0,2,1440.0,11458.333333333334
rajaji nagar,3.0,3.0,245.0,3,1640.0,14939.024390243903
rajiv nagar,3.0,1.0,125.0,3,1690.0,7396.449704142012
rajiv nagar,2.0,1.0,93.32,2,1263.0,7388.756927949327
rajiv nagar,4.0,1.0,148.0,4,2340.0,6324.786324786325
rajiv nagar,5.0,1.0,129.0,4,2340.0,5512.820512820513
rajiv nagar,2.0,1.0,93.0,2,1330.0,6992.481203007519
rajiv nagar,5.0,1.0,129.0,4,2340.0,5512.820512820513
rajiv nagar,2.0,1.0,80.0,2,1309.0,6111.535523300229
rajiv nagar,4.0,1.0,145.0,4,2340.0,6196.581196581196
rajiv nagar,5.0,1.0,175.0,4,2330.0,7510.729613733905
rajiv nagar,5.0,1.0,160.0,4,2340.0,6837.606837606838
ramagondanahalli,2.0,2.0,48.77,2,1151.0,4237.185056472633
ramagondanahalli,2.0,1.0,47.0,2,1251.0,3756.994404476419
ramagondanahalli,2.0,1.0,52.04,2,1235.0,4213.765182186235
ramagondanahalli,2.0,1.0,82.0,2,2400.0,3416.6666666666665
ramagondanahalli,2.0,2.0,111.0,3,1610.0,6894.409937888198
ramagondanahalli,1.0,0.0,30.0,1,540.0,5555.555555555556
ramagondanahalli,2.0,0.0,58.0,2,1090.0,5321.100917431193
ramagondanahalli,2.0,1.0,46.8,2,1235.0,3789.4736842105262
ramagondanahalli,2.0,1.0,58.5,2,1200.0,4875.0
ramagondanahalli,2.0,0.0,67.0,2,1200.0,5583.333333333333
ramagondanahalli,2.0,1.0,51.26,2,1215.0,4218.930041152264
ramagondanahalli,4.0,2.0,157.0,3,2257.0,6956.136464333185
ramagondanahalli,2.0,0.0,65.0,3,1200.0,5416.666666666667
ramagondanahalli,1.0,0.0,53.0,2,1200.0,4416.666666666667
ramagondanahalli,2.0,1.0,47.4,2,1251.0,3788.968824940048
